timestamp_ms,magX
1732152275884,32.378799
1732152275921,32.098198
1732152275964,32.085999
1732152276012,31.9884
1732152276060,32.2934
1732152276098,31.951799
1732152276141,31.854198
1732152276187,32.500801
1732152276233,32.195801
1732152276269,32.5252
1732152276314,32.5984
1732152276358,32.4398
1732152276401,31.5858
1732152276444,31.890799
1732152276485,33.013199
1732152276530,31.781
1732152276569,32.403198
1732152276607,31.9884
1732152276648,32.183598
1732152276693,32.195801
1732152276735,32.500801
1732152276775,32.793598
1732152276824,32.2812
1732152276873,32.012798
1732152276918,32.500801
1732152276956,32.708199
1732152276996,32.305599
1732152277035,32.5984
1732152277076,32.2934
1732152277116,32.500801
1732152277152,32.2202
1732152277189,33.123001
1732152277229,32.098198
1732152277272,32.732601
1732152277322,31.781
1732152277359,33.013199
1732152277401,32.317799
1732152277440,32.720398
1732152277479,32.000599
1732152277524,32.390999
1732152277564,33.257198
1732152277605,32.647198
1732152277651,33.037598
1732152277700,32.5252
1732152277741,32.744801
1732152277780,32.415398
1732152277814,32.5984
1732152277859,32.390999
1732152277899,32.012798
1732152277943,32.110401
1732152277990,32.208
1732152278039,32.110401
1732152278080,32.5252
1732152278115,32.720398
1732152278163,32.073799
1732152278208,32.5984
1732152278242,33.440201
1732152278285,33.2206
1732152278328,32.5252
1732152278374,32.329998
1732152278418,32.818001
1732152278465,32.744801
1732152278508,32.098198
1732152278542,32.122601
1732152278585,32.939999
1732152278623,32.647198
1732152278661,33.049801
1732152278699,32.146999
1732152278747,32.659401
1732152278784,31.903
1732152278829,32.085999
1732152278878,32.146999
1732152278915,32.342201
1732152278956,32.8424
1732152279006,32.195801
1732152279048,32.573997
1732152279092,32.720398
1732152279138,33.049801
1732152279177,32.024998
1732152279214,32.647198
1732152279252,32.647198
1732152279298,32.537399
1732152279348,33.049801
1732152279387,32.208
1732152279429,32.744801
1732152279474,33.3792
1732152279517,32.9888
1732152279562,32.549599
1732152279599,33.1474
1732152279635,33.171799
1732152279681,33.867199
1732152279717,33.806198
1732152279765,34.281998
1732152279801,34.342999
1732152279841,35.233601
1732152279879,35.770401
1732152279921,36.294998
1732152279959,37.771198
1732152279997,37.075798
1732152280036,37.685799
1732152280082,38.100597
1732152280128,37.868801
1732152280172,39.1376
1732152280218,39.040001
1732152280259,39.649998
1732152280294,40.674801
1732152280331,41.016399
1732152280380,41.541
1732152280419,42.7122
1732152280469,43.4198
1732152280518,43.6516
1732152280556,44.176201
1732152280603,45.005798
1732152280649,45.640198
1732152280695,45.566998
1732152280734,45.5182
1732152280771,47.262798
1732152280805,47.0798
1732152280840,47.4702
1732152280887,48.189999
1732152280927,48.421799
1732152280966,49.666199
1732152281003,50.1054
1732152281050,50.788601
1732152281096,51.300999
1732152281136,52.020798
1732152281173,52.557598
1732152281218,52.545399
1732152281264,53.826401
1732152281302,53.5214
1732152281348,54.448601
1732152281388,54.7658
1732152281429,54.289997
1732152281477,55.802799
1732152281523,56.010201
1732152281564,56.229797
1732152281602,56.522598
1732152281652,55.985798
1732152281697,57.010597
1732152281733,56.912998
1732152281778,57.535198
1732152281825,57.852398
1732152281869,58.059799
1732152281906,58.389198
1732152281942,58.181797
1732152281991,59.645798
1732152282032,59.353001
1732152282077,58.633198
1732152282116,59.560398
1732152282161,59.243198
1732152282202,59.462799
1732152282250,59.9874
1732152282284,59.560398
1732152282322,59.023598
1732152282369,59.657997
1732152282419,59.4506
1732152282459,58.925999
1732152282494,59.2188
1732152282538,59.108997
1732152282582,59.779999
1732152282628,59.657997
1732152282674,59.6702
1732152282718,59.767799
1732152282756,59.328598
1732152282801,59.657997
1732152282838,59.657997
1732152282872,59.157799
1732152282921,59.243198
1732152282959,59.1334
1732152283005,59.462799
1732152283048,59.779999
1732152283086,59.7556
1732152283135,59.462799
1732152283175,58.730801
1732152283211,58.096397
1732152283258,57.876801
1732152283297,58.169598
1732152283347,57.535198
1732152283389,57.950001
1732152283428,57.4132
1732152283469,57.096001
1732152283514,57.047199
1732152283563,57.437599
1732152283599,56.437199
1732152283647,56.144398
1732152283679,56.925198
1732152283726,56.1688
1732152283763,55.961399
1732152283810,55.888199
1732152283857,55.7906
1732152283896,54.9366
1732152283937,55.668598
1732152283981,55.265999
1732152284024,55.7906
1732152284059,55.7052
1732152284107,55.5588
1732152284144,55.4856
1732152284179,55.900398
1732152284219,55.1684
1732152284266,55.900398
1732152284306,55.900398
1732152284347,55.924797
1732152284394,56.302998
1732152284440,56.193199
1732152284485,55.461201
1732152284526,55.7906
1732152284561,55.997997
1732152284607,56.6446
1732152284645,55.912598
1732152284683,55.900398
1732152284721,55.7906
1732152284765,56.449398
1732152284806,55.937
1732152284854,56.010201
1732152284898,56.010201
1732152284942,56.119999
1732152284994,55.827198
1732152285036,55.900398
1732152285079,56.4128
1732152285129,55.827198
1732152285176,56.839798
1732152285216,55.839397
1732152285254,55.290398
1732152285294,55.753998
1732152285342,56.925198
1732152285390,56.522598
1732152285433,56.546997
1732152285474,56.0224
1732152285517,55.814999
1732152285565,56.205399
1732152285609,56.534798
1732152285652,56.522598
1732152285692,55.351398
1732152285739,55.265999
1732152285782,56.132198
1732152285818,56.302998
1732152285856,56.73
1732152285901,56.4006
1732152285949,57.059399
1732152285995,56.754398
1732152286041,56.132198
1732152286079,56.827599
1732152286119,55.729599
1732152286166,56.668999
1732152286202,56.315201
1732152286239,57.205799
1732152286281,57.1814
1732152286321,57.705997
1732152286359,58.242798
1732152286398,58.376999
1732152286433,58.2794
1732152286487,58.8162
1732152286533,58.803997
1732152286576,59.048
1732152286621,59.999599
1732152286665,59.169998
1732152286710,59.792198
1732152286749,59.767799
1732152286785,59.6702
1732152286834,59.535999
1732152286867,59.767799
1732152286903,59.2066
1732152286951,58.084198
1732152286988,57.827999
1732152287033,58.486797
1732152287083,58.474598
1732152287119,57.7304
1732152287155,57.388798
1732152287190,57.632797
1732152287231,56.693398
1732152287268,56.388397
1732152287309,56.144398
1732152287349,55.217197
1732152287389,54.594997
1732152287427,53.8386
1732152287469,53.557999
1732152287510,52.508801
1732152287552,51.227798
1732152287592,50.1908
1732152287633,50.1908
1732152287681,49.995598
1732152287727,48.9342
1732152287773,47.592197
1732152287812,48.202198
1732152287853,47.201797
1732152287900,46.2258
1732152287947,46.018398
1732152287995,44.566601
1732152288035,43.675999
1732152288069,43.370998
1732152288106,43.151398
1732152288149,42.285198
1732152288198,41.967999
1732152288239,41.650799
1732152288292,40.784599
1732152288329,39.979401
1732152288374,39.015598
1732152288411,39.5158
1732152288449,38.686199
1732152288489,37.441799
1732152288536,37.136799
1732152288576,36.7342
1732152288619,36.514599
1732152288662,36.966
1732152288704,36.136398
1732152288742,35.538601
1732152288780,35.148201
1732152288826,34.635799
1732152288864,33.8428
1732152288911,34.0868
1732152288947,33.306
1732152288985,33.598801
1732152289034,34.111198
1732152289077,34.2332
1732152289118,34.196598
1732152289155,34.269798
1732152289195,34.379601
1732152289239,33.318199
1732152289282,33.013199
1732152289331,32.976601
1732152289369,33.1474
1732152289409,33.708599
1732152289453,33.4524
1732152289491,32.891201
1732152289529,32.000599
1732152289567,32.537399
1732152289605,32.146999
1732152289651,32.878998
1732152289690,32.305599
1732152289731,32.805798
1732152289775,33.1474
1732152289824,32.427601
1732152289866,32.122601
1732152289903,32.744801
1732152289949,32.2202
1732152289986,32.183598
1732152290034,31.231998
1732152290084,30.292599
1732152290131,29.2556
1732152290174,29.389799
1732152290211,28.645599
1732152290248,27.4988
1732152290285,28.145399
1732152290330,27.6208
1732152290382,27.4744
1732152290429,26.3398
1732152290473,26.6448
1732152290517,26.291
1732152290556,26.2178
1732152290596,25.0588
1732152290631,25.2418
1732152290677,24.705
1732152290717,23.045799
1732152290749,23.6924
1732152290798,22.228399
1732152290837,23.009199
1732152290882,22.704199
1732152290919,22.0942
1732152290960,21.886799
1732152291004,19.983599
1732152291045,18.7148
1732152291091,17.555799
1732152291131,16.518799
1732152291177,14.7132
1732152291226,13.6518
1732152291262,12.480599
1732152291302,10.711599
1732152291343,9.7965994
1732152291392,7.7591996
1732152291428,6.9173999
1732152291466,4.9043999
1732152291515,1.8299999
1732152291552,1.5128
1732152291593,-0.036600001
1732152291634,-1.403
1732152291676,-2.8669999
1732152291715,-4.7213998
1732152291760,-6.0633998
1732152291801,-8.1252003
1732152291844,-8.8815994
1732152291881,-10.248
1732152291928,-11.1264
1732152291962,-11.236199
1732152292005,-11.9194
1732152292053,-11.5168
1732152292098,-12.443999
1732152292147,-12.5904
1732152292199,-12.1146
1732152292240,-12.2
1732152292285,-13.2858
1732152292319,-14.3838
1732152292367,-16.201599
1732152292408,-17.4582
1732152292454,-19.044199
1732152292496,-19.812799
1732152292541,-19.9592
1732152292585,-20.9718
1732152292619,-20.1422
1732152292659,-21.472
1732152292701,-22.1064
1732152292738,-21.7892
1732152292777,-22.8262
1732152292812,-23.863199
1732152292852,-24.4732
1732152292891,-24.6562
1732152292928,-25.815199
1732152292978,-26.046999
1732152293014,-26.120199
1732152293055,-26.3398
1732152293093,-26.8522
1732152293137,-26.8766
1732152293177,-27.437799
1732152293221,-27.218199
1732152293267,-27.132799
1732152293315,-28.365
1732152293356,-27.9258
1732152293392,-28.2918
1732152293430,-28.2796
1732152293475,-29.426399
1732152293521,-29.219
1732152293562,-28.9018
1732152293601,-29.1092
1732152293633,-29.816799
1732152293670,-29.3776
1732152293719,-29.4874
1732152293757,-29.584999
1732152293799,-29.7924
1732152293835,-29.475199
1732152293871,-29.9266
1732152293908,-30.5488
1732152293942,-29.072599
1732152293983,-30.1462
1732152294021,-30.1584
1732152294059,-30.1584
1732152294103,-30.670799
1732152294139,-30.0364
1732152294179,-29.499599
1732152294222,-29.097
1732152294265,-29.5728
1732152294309,-30.097399
1732152294348,-29.633799
1732152294391,-29.951
1732152294429,-30.048599
1732152294472,-30.1584
1732152294509,-29.7558
1732152294548,-29.4142
1732152294596,-29.9266
1732152294635,-29.938799
1732152294683,-30.048599
1732152294728,-30.1828
1732152294769,-29.7558
1732152294808,-29.8778
1732152294856,-29.341
1732152294903,-30.292599
1732152294951,-29.9632
1732152294998,-29.780199
1732152295039,-29.5606
1732152295081,-30.097399
1732152295117,-30.292599
1732152295155,-30.060799
1732152295191,-29.889999
1732152295240,-29.7924
1732152295281,-29.865599
1732152295319,-30.085199
1732152295367,-29.389799
1732152295409,-29.3776
1732152295448,-29.597198
1732152295490,-29.389799
1732152295533,-29.1824
1732152295575,-29.584999
1732152295621,-28.767599
1732152295672,-29.035999
1732152295713,-29.279999
1732152295758,-28.5602
1732152295802,-29.194599
1732152295848,-28.145399
1732152295886,-27.401199
1732152295931,-26.986399
1732152295974,-26.583799
1732152296013,-25.339399
1732152296059,-24.583
1732152296095,-24.4
1732152296141,-23.094599
1732152296187,-21.410999
1732152296226,-21.0938
1732152296272,-17.8486
1732152296308,-17.482599
1732152296349,-15.457399
1732152296387,-13.981199
1732152296430,-12.627
1732152296477,-9.9917994
1732152296523,-8.4057999
1732152296570,-7.3687997
1732152296615,-5.9902
1732152296656,-3.3794
1732152296703,-1.4884
1732152296749,0.183
1732152296787,2.4888
1732152296839,3.6478
1732152296887,5.7339997
1732152296933,7.4419999
1732152296977,7.6859999
1732152297014,8.9181995
1732152297061,10.2846
1732152297099,11.1142
1732152297143,12.5416
1732152297192,13.2858
1732152297239,15.0548
1732152297279,16.3358
1732152297327,17.2752
1732152297368,17.3972
1732152297414,18.970999
1732152297456,19.5688
1732152297503,21.142599
1732152297545,22.191799
1732152297589,22.1064
1732152297623,23.6192
1732152297659,24.375599
1732152297708,24.4732
1732152297744,24.5952
1732152297784,25.6322
1732152297830,26.156799
1732152297872,27.523199
1732152297912,27.6574
1732152297949,28.487
1732152297987,28.059999
1732152298035,28.377199
1732152298080,29.4508
1732152298126,30.560999
1732152298161,30.378
1732152298207,30.085199
1732152298242,31.146599
1732152298283,31.146599
1732152298319,31.146599
1732152298361,30.805
1732152298397,31.6712
1732152298443,33.281601
1732152298486,33.208401
1732152298523,33.123001
1732152298563,33.745201
1732152298602,34.452801
1732152298640,34.867599
1732152298691,34.586998
1732152298739,34.806599
1732152298787,35.209198
1732152298821,34.916401
1732152298867,35.123798
1732152298913,35.733799
1732152298951,36.050999
1732152299001,35.770401
1732152299039,35.880199
1732152299086,35.660599
1732152299120,36.075397
1732152299156,36.502399
1732152299199,35.965599
1732152299239,36.8074
1732152299281,36.831799
1732152299327,36.709801
1732152299375,37.063599
1732152299418,37.563801
1732152299453,36.843998
1732152299501,37.161198
1732152299539,37.075798
1732152299579,36.941601
1732152299616,36.966
1732152299652,36.6488
1732152299691,37.576
1732152299728,37.392998
1732152299768,37.380798
1732152299800,37.380798
1732152299846,37.783398
1732152299882,37.368599
1732152299929,37.295399
1732152299975,37.905399
1732152300022,37.490601
1732152300066,37.5882
1732152300102,38.100597
1732152300145,38.100597
1732152300184,37.161198
1732152300229,37.941998
1732152300274,37.5028
1732152300312,37.783398
1732152300350,37.3564
1732152300388,37.490601
1732152300435,37.3564
1732152300486,37.5028
1732152300529,37.063599
1732152300568,36.941601
