timestamp_ms,accX,accY,gyrZ
1732154136015,-0.08015956,0.35413775,0.0021380284
1732154136065,-0.056231331,0.35473597,0.0009162979
1732154136104,-0.08015956,0.36370903,-0.00030543262
1732154136146,-0.056231331,0.35473597,0.0009162979
1732154136193,-0.07537391,0.34935209,0.0009162979
1732154136240,-0.070588268,0.35892341,-0.0015271631
1732154136289,-0.08015956,0.36370903,-0.00030543262
1732154136326,-0.07537391,0.38285163,-0.00030543262
1732154136362,-0.070588268,0.35892341,-0.00030543262
1732154136395,-0.070588268,0.37328035,-0.00030543262
1732154136440,-0.070588268,0.36370903,0.0010690142
1732154136477,-0.089730851,0.34456646,-0.00015271631
1732154136513,-0.061016977,0.37387854,-0.00015271631
1732154136549,-0.07537391,0.35892341,-0.00015271631
1732154136597,-0.065802626,0.36370903,-0.00015271631
1732154136646,-0.051445685,0.36909288,-0.00015271631
1732154136691,-0.08015956,0.35413775,-0.00015271631
1732154136744,-0.056231331,0.34995031,-0.00015271631
1732154136787,-0.070588268,0.35892341,-0.00015271631
1732154136831,-0.056829538,0.37387854,-0.00015271631
1732154136875,-0.056231331,0.36430725,-0.00015271631
1732154136918,-0.065802626,0.36430725,-0.00015271631
1732154136953,-0.065802626,0.36370903,-0.00015271631
1732154137000,-0.070588268,0.36849469,-0.00015271631
1732154137040,-0.061016977,0.35473597,-0.00015271631
1732154137089,-0.065802626,0.34935209,-0.00015271631
1732154137135,-0.071186475,0.36849469,-0.00015271631
1732154137175,-0.065802626,0.35413775,-0.00015271631
1732154137214,-0.070588268,0.35413775,0.0010690142
1732154137260,-0.08015956,0.35892341,-0.00015271631
1732154137297,-0.070588268,0.36370903,-0.0012217305
1732154137344,-0.070588268,0.35892341,0.0010690142
1732154137388,-0.065802626,0.34456646,-0.00015271631
1732154137427,-0.065802626,0.35892341,-0.00015271631
1732154137476,-0.065802626,0.34935209,-0.00015271631
1732154137524,-0.07537391,0.34935209,-0.00015271631
1732154137568,-0.065802626,0.36370903,0.0022907446
1732154137611,-0.065802626,0.36370903,0.0010690142
1732154137664,-0.065802626,0.35892341,0.0010690142
1732154137710,-0.061615184,0.35892341,-0.00015271631
1732154137755,-0.066400826,0.37328035,-0.00015271631
1732154137801,0.058025949,0.38823548,-0.068264194
1732154137842,0.064008005,0.30687949,-0.036651913
1732154137879,0.034097724,0.36430725,-0.02687807
1732154137912,0.0059820567,0.38823548,-0.052381694
1732154137948,0.010767702,0.36909288,-0.073151112
1732154137996,0.092123672,0.32123643,-0.06093381
1732154138034,0.029910283,0.29252258,-0.051159963
1732154138084,0.00059820566,0.40259242,-0.043982297
1732154138121,0.047856454,0.40737805,-0.075594574
1732154138167,0.071186475,0.39242291,-0.07192938
1732154138208,0.11545369,0.39780676,-0.076816306
1732154138248,0.1058824,0.34037903,-0.058490347
1732154138291,0.010767702,0.30687949,-0.032986723
1732154138332,0.014955142,0.38823548,-0.04642576
1732154138370,0.072981089,0.34995031,-0.057268616
1732154138417,0.034097724,0.28295127,-0.047494773
1732154138460,-0.041874398,0.34516466,-0.040317107
1732154138501,-0.057427742,0.37806597,-0.067042463
1732154138539,-0.07537391,0.32542387,-0.064599
1732154138585,-0.12861422,0.36849469,-0.030543262
1732154138629,-0.17587246,0.27756742,0.01450805
1732154138665,-0.26261228,0.39242291,0.0059559359
1732154138712,-0.12323037,0.38763726,-0.02687807
1732154138746,-0.14715859,0.28235307,0.0047342055
1732154138785,-0.11425728,0.36849469,0.024281893
1732154138820,-0.07537391,0.4121637,0.031612277
1732154138862,-0.10887343,0.34935209,0.012064588
1732154138903,0.058624156,0.31166515,-0.004886922
1732154138943,-0.032303106,0.29730821,0.0059559359
1732154138976,-0.076570325,0.38763726,-0.014660766
1732154139015,-0.055633128,0.39780676,-0.052381694
1732154139063,-0.012562319,0.29252258,-0.0036651916
1732154139103,-0.026919255,0.40259242,0.0022907446
1732154139144,-0.16091733,0.35892341,0.0047342055
1732154139187,-0.11365908,0.35413775,-0.02687807
1732154139225,-0.10348958,0.34516466,-0.014660766
1732154139266,-0.066400826,0.41694933,-0.019547688
1732154139314,-0.0089730853,0.39302111,-0.046273042
1732154139351,0.019740786,0.36909288,-0.039095376
1732154139401,-0.028115666,0.3786642,-0.052381694
1732154139444,-0.033499517,0.34935209,-0.056046885
1732154139482,-0.022731815,0.34995031,-0.034208454
1732154139526,-0.084945202,0.35413775,-0.039095376
1732154139572,-0.061615184,0.4019942,-0.049938235
1732154139611,-0.076570325,0.39242291,-0.051159963
1732154139651,-0.090329058,0.35892341,-0.051159963
1732154139698,-0.065802626,0.3595216,-0.039095376
1732154139748,-0.070588268,0.36849469,-0.014660766
1732154139781,-0.0035892338,0.36909288,-0.02321288
1732154139817,-0.098105729,0.40259242,-0.051159963
1732154139854,-0.10109676,0.38285163,-0.080481499
1732154139907,-0.01375873,0.33020952,-0.056046885
1732154139952,-0.1058824,0.38285163,-0.02321288
1732154139990,-0.095712908,0.36849469,-0.034208454
1732154140036,-0.10887343,0.33020952,-0.021991149
1732154140078,-0.11485548,0.32542387,0.010842858
1732154140117,-0.15314065,0.34456646,0.027947085
1732154140164,-0.1477568,0.32063824,0.023060163
1732154140211,-0.14297116,0.36370903,0.0035124752
1732154140248,-0.14237295,0.33020952,0.020616703
1732154140287,-0.20937198,0.4019942,0.01817324
1732154140333,-0.022731815,0.32602209,-0.004886922
1732154140383,-0.1902294,0.37806597,0.019394971
1732154140419,-0.10468599,0.37806597,0.0022907446
1732154140466,-0.061615184,0.35892341,0.016951511
1732154140500,-0.10947163,0.36370903,0.019394971
1732154140541,-0.070588268,0.36370903,0.0047342055
1732154140587,-0.051445685,0.37387854,0.0012217305
1732154140634,-0.10468599,0.33020952,0.0047342055
1732154140671,-0.047258247,0.31106696,-0.0061086523
1732154140714,0.029910283,0.35473597,0.019394971
1732154140760,-0.12861422,0.37328035,0.0047342055
1732154140799,-0.066400826,0.35413775,0.0010690142
1732154140845,-0.085543409,0.39242291,0.0059559359
1732154140892,-0.056231331,0.40737805,0.015729779
1732154140933,-0.037686955,0.36430725,0.010842858
1732154140978,-0.0089730853,0.3786642,0.013286319
1732154141022,0.071784683,0.36909288,0.012064588
1732154141060,0.033499517,0.38344982,0.01450805
1732154141097,0.096909314,0.34037903,0.015729779
1732154141143,0.06759724,0.41694933,0.0083993971
1732154141190,0.029910283,0.34037903,-0.0036651916
1732154141230,-0.065802626,0.3595216,0.0010690142
1732154141276,-0.1052842,0.31585258,0.0083993971
1732154141317,-0.07537391,0.33020952,0.0096211275
1732154141362,-0.10947163,0.34935209,0.010842858
1732154141404,-0.1477568,0.36370903,0.0036651916
1732154141442,-0.070588268,0.3062813,0.0097738439
1732154141488,-0.12323037,0.33978081,0.023060163
1732154141527,-0.11425728,0.36370903,0.016951511
1732154141565,-0.066400826,0.34456646,0.023060163
1732154141600,-0.080757767,0.36849469,0.023060163
1732154141645,-0.0951147,0.36370903,0.035277467
1732154141692,-0.074775711,0.40737805,0.010842858
1732154141746,-0.010767702,0.35892341,0.0047342055
1732154141782,-0.10887343,0.38285163,0.021838432
1732154141823,-0.276371,0.38763726,0.032834008
1732154141870,-0.33918262,0.45882374,-0.014660766
1732154141915,-0.5210371,0.34396824,-0.0097738439
1732154141960,-0.032901313,0.39780676,-0.0012217305
1732154142003,-0.032901313,0.36430725,0.0
1732154142048,-0.075972117,0.37328035,0.0012217305
1732154142085,-0.028115666,0.38823548,-0.0012217305
1732154142133,-0.056829538,0.37328035,0.0
1732154142171,-0.066400826,0.35413775,0.0
1732154142213,-0.047258247,0.37387854,0.0012217305
1732154142261,-0.080757767,0.37328035,0.0
1732154142299,-0.042472601,0.37328035,0.0
1732154142342,-0.056829538,0.36370903,0.0012217305
1732154142395,-0.061615184,0.37806597,0.0
1732154142431,-0.056829538,0.37328035,0.0
1732154142469,-0.061615184,0.35892341,0.0
1732154142506,-0.052043892,0.37328035,0.0012217305
1732154142552,-0.052043892,0.37806597,0.0
1732154142591,-0.052043892,0.36370903,0.0010690142
1732154142631,-0.056829538,0.37806597,0.0
1732154142673,-0.047258247,0.36370903,0.0
1732154142723,-0.061615184,0.37328035,0.0012217305
1732154142758,-0.056829538,0.36849469,0.0
1732154142791,-0.056829538,0.36849469,0.0
1732154142829,-0.066400826,0.36849469,-0.0012217305
1732154142867,-0.052043892,0.36370903,0.0012217305
1732154142913,-0.056829538,0.36849469,0.0012217305
1732154142956,-0.047258247,0.36370903,0.0
1732154142993,-0.10947163,0.4211368,-0.032986723
1732154143036,0.014955142,0.33080772,-0.056046885
1732154143080,-0.056829538,0.37328035,0.0
1732154143123,-0.052043892,0.36849469,0.0012217305
1732154143161,-0.056829538,0.37328035,-0.0012217305
1732154143204,0.086739823,0.40259242,-0.02321288
1732154143245,-0.11425728,0.37806597,-0.064599
1732154143291,-0.10947163,0.35413775,-0.0073303832
1732154143327,-0.056829538,0.36849469,0.0012217305
1732154143372,-0.019142581,0.39242291,0.0
1732154143411,-0.018544376,0.40737805,-0.034208454
1732154143458,-0.071784683,0.47856453,-0.15958855
1732154143504,-0.17228323,0.39720857,-0.24846944
1732154143541,-0.032303106,0.43609193,-0.26664269
1732154143589,-0.11425728,0.4977071,-0.37507126
1732154143630,-0.028115666,0.63230336,-0.54305923
1732154143669,-0.20518455,0.45942193,-0.67088276
1732154143709,-0.2105684,0.41156548,-0.70005155
1732154143748,0.0526421,0.44087759,-0.78648901
1732154143794,-0.041874398,0.31585258,-0.8352055
1732154143836,-0.13399807,0.33978081,-0.77075922
1732154143886,0.11066805,0.35473597,-0.77808958
1732154143931,0.0011964113,0.30687949,-0.73181659
1732154143970,-0.22911277,0.4211368,-0.7098254
1732154144007,-0.081355967,0.46420759,-0.79015422
1732154144056,0.1160519,0.22552353,-0.79259765
1732154144101,-0.10049855,0.43070808,-0.73914695
1732154144143,-0.056829538,0.50309098,-0.85964012
1732154144188,-0.31405798,0.36370903,-0.93630368
1732154144235,-0.20997019,0.33499518,-0.82802784
1732154144279,-0.02751746,0.42652065,-0.72448617
1732154144323,-0.037686955,0.4552345,-0.75243324
1732154144362,-0.28175488,0.38225341,-0.78053308
1732154144403,-0.23449662,0.50727838,-0.84986627
1732154144441,-0.19680966,0.6652047,-0.97158116
1732154144487,-0.057427742,0.24406791,-1.0957395
1732154144531,-0.052043892,0.33978081,-1.0215194
1732154144579,-0.11485548,0.45942193,-0.95829487
1732154144622,0.0071784677,0.1680958,-0.89858276
1732154144664,-0.25363919,0.32961133,-0.76342887
1732154144715,-0.15314065,0.59820569,-0.78175479
1732154144760,-0.30089745,0.32961133,-0.98624194
1732154144800,-0.15672988,0.13399807,-0.91690874
1732154144837,-0.14297116,0.53120661,-0.92652988
1732154144888,-0.032303106,0.32123643,-0.84009242
1732154144933,-0.18604197,0.43549371,-0.79381937
1732154144971,-0.17108682,0.23928227,-0.63316184
1732154145019,-0.18245272,0.48813581,-0.60032785
1732154145057,-0.20997019,0.38285163,-0.67576969
1732154145108,-0.30987054,0.32542387,-0.66477412
1732154145153,-0.2009971,0.37328035,-0.6270532
1732154145189,-0.17108682,0.24406791,-0.56611937
1732154145225,-0.23449662,0.29611179,-0.45662177
1732154145267,-0.20518455,0.29192436,-0.40301836
1732154145306,-0.19980069,0.3062813,-0.33246341
1732154145351,-0.1381855,0.35413775,-0.27885997
1732154145389,-0.23868406,0.35413775,-0.28496864
1732154145444,-0.090329058,0.33978081,-0.30925053
1732154145480,-0.15732808,0.32063824,-0.30558532
1732154145517,-0.17647067,0.35413775,-0.28496864
1732154145563,-0.2105684,0.39720857,-0.35308012
1732154145602,-0.25663024,0.33978081,-0.38240165
1732154145644,-0.19561325,0.28713873,-0.34223726
1732154145690,-0.27696922,0.30568311,-0.23991732
1732154145735,-0.22851457,0.36849469,-0.21074851
1732154145781,-0.19142582,0.32961133,-0.20463985
1732154145825,-0.25842485,0.35832518,-0.23747386
1732154145871,-0.19980069,0.28713873,-0.22036964
1732154145910,-0.20518455,0.36370903,-0.18997909
1732154145951,-0.27158538,0.35892341,-0.18753563
1732154145995,-0.28175488,0.34396824,-0.17776179
1732154146032,-0.23330021,0.35413775,-0.19608775
1732154146065,-0.33918262,0.28654051,-0.20463985
1732154146112,-0.28654051,0.29132617,-0.057268616
1732154146161,-0.23808585,0.32542387,0.0012217305
1732154146208,-0.22013968,0.33020952,0.0
1732154146247,-0.2434697,0.34935209,0.0
1732154146297,-0.23868406,0.34456646,0.0
1732154146345,-0.23389842,0.34456646,0.0
1732154146387,-0.22911277,0.33020952,0.0
1732154146431,-0.23868406,0.33978081,0.0
1732154146476,-0.23389842,0.35413775,0.0012217305
1732154146519,-0.22432712,0.33978081,0.0
1732154146567,-0.22911277,0.33978081,0.0012217305
1732154146617,-0.23868406,0.33978081,0.0
1732154146665,-0.22911277,0.34456646,-0.0012217305
1732154146712,-0.2434697,0.33020952,0.0
1732154146758,-0.23389842,0.34935209,0.0012217305
1732154146800,-0.22911277,0.33978081,0.0
1732154146850,-0.22911277,0.33978081,0.0012217305
1732154146901,-0.22432712,0.33499518,0.0012217305
1732154146936,-0.23868406,0.33978081,0.0012217305
1732154146972,-0.22911277,0.33978081,0.0012217305
1732154147011,-0.22432712,0.33978081,0.0
1732154147055,-0.2434697,0.34935209,-0.0012217305
1732154147105,-0.23389842,0.33499518,0.0
1732154147153,-0.2434697,0.33499518,0.0
1732154147192,-0.22911277,0.34935209,0.0012217305
1732154147231,-0.23868406,0.35413775,0.0
1732154147273,-0.23868406,0.35413775,0.0012217305
1732154147319,-0.22911277,0.36370903,0.0
1732154147364,-0.22432712,0.34935209,0.0
1732154147411,-0.22911277,0.34935209,0.0
1732154147453,-0.22911277,0.33978081,0.0012217305
1732154147488,-0.23389842,0.33978081,0.0
1732154147536,-0.2434697,0.33499518,-0.0012217305
1732154147585,-0.21954148,0.33499518,0.0
1732154147622,-0.0035892338,0.16271193,0.0036651916
1732154147668,-0.23389842,0.31106696,0.2762638
1732154147710,-0.26739794,0.31525439,0.26542094
1732154147750,-0.29611179,0.28175488,0.29825497
1732154147794,-0.19561325,0.23449662,0.37125334
1732154147839,-0.25722843,0.24885355,0.4821254
1732154147878,-0.21475583,0.26799613,0.57940567
1732154147923,-0.22432712,0.3062813,0.66599584
1732154147971,-0.20997019,0.31106696,0.71211618
1732154148013,-0.13878371,0.33020952,0.76816303
1732154148061,-0.20997019,0.31106696,0.80710572
1732154148099,-0.25782663,0.32482567,0.8717047
1732154148138,-0.24406791,0.3487539,0.95325524
1732154148182,-0.11006984,0.44506502,1.0093021
1732154148229,-0.10468599,0.37806597,0.95447695
1732154148267,-0.25782663,0.33439696,0.96791595
1732154148303,-0.023330022,0.4743771,0.88392198
1732154148343,-0.047258247,0.25842485,0.89598662
1732154148388,-0.15732808,0.4019942,0.90942562
1732154148434,-0.33020952,0.54496539,0.81687957
1732154148481,-0.1381855,0.4211368,0.68783426
1732154148536,-0.090329058,0.32542387,0.74754632
1732154148583,-0.28235307,0.41096729,0.81810129
1732154148626,-0.31166515,0.43489552,0.7632761
1732154148661,-0.17706887,0.4977071,0.7328856
1732154148704,-0.043070808,0.45942193,0.71089441
1732154148741,-0.13758731,0.32542387,0.79137594
1732154148780,-0.1274178,0.39780676,0.87781334
1732154148823,-0.038285162,0.44506502,0.85337877
1732154148869,-0.056829538,0.3062813,0.85337877
1732154148914,-0.10408778,0.39720857,0.92408639
1732154148958,-0.072382882,0.43549371,0.90087354
1732154148998,-0.14835501,0.37328035,0.89965177
1732154149035,-0.16630118,0.38285163,0.92164296
1732154149080,-0.10049855,0.41156548,0.91797775
1732154149114,-0.12502499,0.48813581,0.91431254
1732154149166,-0.15732808,0.43549371,0.86315256
1732154149209,-0.10109676,0.44027936,0.81321436
1732154149260,-0.12442677,0.48813581,0.70860368
1732154149302,-0.13339986,0.47377887,0.60506201
1732154149347,-0.076570325,0.40677986,0.60017508
1732154149383,-0.12442677,0.37328035,0.62583143
1732154149426,-0.099900343,0.37806597,0.6574437
1732154149465,-0.071186475,0.41635114,0.62934393
1732154149512,-0.0095712906,0.35413775,0.6440047
1732154149558,-0.034097724,0.41635114,0.64278293
1732154149596,-0.11485548,0.45942193,0.57955837
1732154149638,-0.096311115,0.42592242,0.52473325
1732154149685,-0.1381855,0.40677986,0.48945579
1732154149730,-0.14835501,0.45463631,0.38713586
1732154149777,0.043070808,0.40259242,0.32498032
1732154149819,-0.076570325,0.41635114,0.31764993
1732154149857,-0.1052842,0.37328035,0.26664269
1732154149903,-0.033499517,0.37328035,0.23732115
1732154149948,-0.080757767,0.34935209,0.21059579
1732154149997,-0.095712908,0.41156548,0.1863139
1732154150047,-0.0526421,0.38763726,0.10338894
1732154150084,0.17706887,0.43609193,0.053603426
1732154150125,-0.037686955,0.36370903,0.0
1732154150161,-0.066400826,0.36370903,0.0
1732154150198,-0.042472601,0.36849469,0.0
1732154150243,-0.0526421,0.36849469,0.0
1732154150283,-0.0526421,0.35892341,0.0
1732154150320,-0.047856454,0.38285163,0.0
1732154150371,-0.056829538,0.35892341,0.0012217305
1732154150416,-0.057427742,0.38285163,0.0
1732154150451,-0.056829538,0.36370903,0.0
1732154150497,-0.057427742,0.36849469,0.0012217305
1732154150535,-0.043070808,0.37806597,0.0012217305
1732154150579,-0.052043892,0.35892341,0.0
1732154150624,-0.047258247,0.36849469,0.0012217305
1732154150665,-0.0526421,0.36849469,0.0
1732154150704,-0.057427742,0.38763726,0.0012217305
1732154150751,-0.047856454,0.36849469,0.0
1732154150799,-0.042472601,0.35413775,0.0012217305
1732154150846,-0.047856454,0.36370903,0.0
1732154150883,-0.052043892,0.36370903,-0.0012217305
1732154150927,-0.047856454,0.36849469,0.0
1732154150978,-0.071784683,0.37328035,0.0
1732154151016,-0.047856454,0.38285163,0.0012217305
1732154151061,-0.047856454,0.37806597,0.0
1732154151099,-0.0526421,0.37328035,-0.0012217305
1732154151148,-0.061615184,0.36849469,0.0
1732154151186,-0.047856454,0.35413775,0.0012217305
1732154151224,-0.0526421,0.37328035,0.0
1732154151270,-0.038285162,0.36849469,0.0
1732154151312,-0.047856454,0.36849469,0.0
1732154151353,-0.061615184,0.36370903,0.0
1732154151392,-0.033499517,0.36849469,0.0
1732154151434,-0.062213387,0.37328035,0.0
1732154151485,-0.047856454,0.37328035,0.0
1732154151520,-0.047258247,0.35892341,0.0
1732154151563,-0.038285162,0.36849469,0.0
1732154151609,-0.057427742,0.36849469,0.0
1732154151646,-0.0526421,0.37806597,0.0
1732154151693,-0.23988047,0.54077792,-0.0085521135
1732154151740,-0.2105684,0.47377887,-0.14614952
1732154151783,-0.071784683,0.3062813,-0.15592335
1732154151828,-0.090329058,0.25363919,-0.02687807
1732154151866,-0.12921242,0.38285163,0.004886922
1732154151911,-0.20518455,0.37806597,0.0036651916
1732154151945,-0.23389842,0.36849469,0.0085521135
1732154151996,-0.080757767,0.32063824,0.01817324
1732154152035,-0.12861422,0.37328035,0.012064588
1732154152072,-0.033499517,0.36370903,0.0
1732154152109,0.019740786,0.35473597,-0.0061086523
1732154152158,-0.066400826,0.36370903,-0.015882496
1732154152206,-0.13399807,0.38285163,-0.0036651916
1732154152243,-0.11126626,0.41156548,-0.028099801
1732154152288,-0.099302143,0.33020952,-0.038942661
1732154152324,-0.094516493,0.3062813,-0.018325957
1732154152378,-0.13878371,0.35413775,-0.028099801
1732154152419,-0.18245272,0.37268212,-0.043829583
1732154152452,-0.14297116,0.32542387,-0.040164389
1732154152496,-0.11425728,0.3062813,-0.04505131
1732154152537,-0.099900343,0.33499518,-0.036499199
1732154152584,-0.15732808,0.34456646,-0.02687807
1732154152621,-0.20518455,0.36370903,-0.02321288
1732154152657,-0.15254244,0.33020952,-0.0012217305
1732154152704,-0.18544376,0.34456646,0.030390546
1732154152749,-0.1585245,0.42592242,0.038942661
1732154152799,-0.033499517,0.37806597,0.060781091
1732154152844,0.023330022,0.44506502,0.026725354
1732154152888,-0.11425728,0.35892341,0.038942661
1732154152929,-0.023330022,0.3786642,0.019394971
1732154152978,-0.1381855,0.35892341,0.019394971
1732154153022,-0.2009971,0.37806597,0.01817324
1732154153061,-0.15254244,0.34456646,0.002443461
1732154153106,-0.17467605,0.35832518,0.0097738439
1732154153145,-0.029312078,0.26321051,0.0085521135
1732154153191,-0.1052842,0.33978081,0.047494773
1732154153238,0.0047856453,0.31106696,0.056046885
1732154153282,-0.028713871,0.38285163,0.074220128
1732154153329,0.12502499,0.35473597,0.072998397
1732154153369,0.014356935,0.4552345,0.071776666
1732154153417,-0.10109676,0.40677986,0.030390546
1732154153454,-0.11066805,0.37328035,-0.002443461
1732154153499,0.04007978,0.25902304,0.013439035
1732154153540,0.025722843,0.27337998,0.038942661
1732154153579,0.0095712906,0.37328035,0.04138612
1732154153623,0.024526432,0.32123643,0.054672439
1732154153658,0.005383851,0.33559337,0.065668017
1732154153695,-0.075972117,0.34935209,0.092546083
1732154153742,-0.019740786,0.27278179,0.076663591
1732154153779,-0.028713871,0.34456646,0.099876471
1732154153830,0.0526421,0.35473597,0.097433008
1732154153877,-0.0,0.36370903,0.096211277
1732154153911,-0.037686955,0.36430725,0.085215703
1732154153958,-0.072382882,0.38763726,0.053603426
1732154154006,0.048454657,0.32123643,0.052381694
1732154154049,-0.0,0.33499518,0.034055736
1732154154095,0.029312078,0.38823548,0.0061086523
1732154154141,0.086141616,0.32602209,0.0
1732154154179,0.029910283,0.34995031,-0.0085521135
1732154154217,-0.12382858,0.40677986,-0.013439035
1732154154261,-0.014356935,0.31585258,-0.051159963
1732154154306,0.072382882,0.28773692,-0.035277467
1732154154341,0.11425728,0.34037903,-0.020769419
1732154154379,0.072382882,0.37387854,-0.0036651916
1732154154419,0.095712908,0.42173499,-0.015882496
